AERONET Version 3
Sao_Paulo
Version 3: Almucantar Level 1.5 Inversion
The following data are cloud cleared and quality controls have been applied but these data may not have final calibration applied.  These data may change.
All Points,Contact: PI=Paulo_Artaxo; PI Email=artaxo@if.usp.br 
UNITS can be found at,,, https://aeronet.gsfc.nasa.gov/new_web/units.html
Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),Refractive_Index-Real_Part[440nm],Refractive_Index-Real_Part[675nm],Refractive_Index-Real_Part[870nm],Refractive_Index-Real_Part[1020nm],Refractive_Index-Imaginary_Part[440nm],Refractive_Index-Imaginary_Part[675nm],Refractive_Index-Imaginary_Part[870nm],Refractive_Index-Imaginary_Part[1020nm],Average_Solar_Zenith_Angles_for_Flux_Calculation(Degrees),Solar_Zenith_Angle_for_Measurement_Start(Degrees),Sky_Residual(%),Sun_Residual(%),Coincident_AOD440nm,Scattering_Angle_Bin_3.2_to_<6_degrees[440nm],Scattering_Angle_Bin_6_to_<30_degrees[440nm],Scattering_Angle_Bin_30_to_<80_degrees[440nm],Scattering_Angle_Bin_80_degrees_and_over[440nm],Scattering_Angle_Bin_3.2_to_<6_degrees[675nm],Scattering_Angle_Bin_6_to_<30_degrees[675nm],Scattering_Angle_Bin_30_to_<80_degrees[675nm],Scattering_Angle_Bin_80_degrees_and_over[675nm],Scattering_Angle_Bin_3.2_to_<6_degrees[870nm],Scattering_Angle_Bin_6_to_<30_degrees[870nm],Scattering_Angle_Bin_30_to_<80_degrees[870nm],Scattering_Angle_Bin_80_degrees_and_over[870nm],Scattering_Angle_Bin_3.2_to_<6_degrees[1020nm],Scattering_Angle_Bin_6_to_<30_degrees[1020nm],Scattering_Angle_Bin_30_to_<80_degrees[1020nm],Scattering_Angle_Bin_80_degrees_and_over[1020nm],Surface_Albedo[440m],Surface_Albedo[675m],Surface_Albedo[870m],Surface_Albedo[1020m],If_Retrieval_is_L2(without_L2_0.4_AOD_440_threshold),If_AOD_is_L2,Last_Processing_Date(dd:mm:yyyy),Last_Processing_Time(hh:mm:ss),Instrument_Number,Latitude(Degrees),Longitude(Degrees),Elevation(m),Inversion_Data_Quality_Level,Retrieval_Measurement_Scan_Type
Sao_Paulo,05:09:2017,10:47:27,248,248.449618,1.506400,1.504300,1.544400,1.564300,0.042524,0.015546,0.015922,0.015517,69.106985,69.762223,1.561076,0.035286,0.143736,4,10,6,6,4,10,7,6,4,10,7,6,4,10,7,5,0.057900,0.114760,0.218600,0.230130,1,1,11:07:2018,10:43:21,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,05:09:2017,11:36:36,248,248.483750,1.586800,1.580100,1.597800,1.600000,0.044737,0.028326,0.024236,0.023208,58.595081,59.222043,4.102167,0.421174,0.170567,4,10,7,5,4,10,7,5,3,11,7,4,3,11,7,4,0.053590,0.104900,0.198410,0.210260,1,1,11:07:2018,10:43:13,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,05:09:2017,12:06:02,248,248.504190,1.600000,1.592600,1.600000,1.600000,0.033919,0.022724,0.020368,0.019756,52.580597,53.180894,5.462428,0.610301,0.158406,3,10,8,4,3,10,8,4,3,10,8,3,4,10,8,3,0.052010,0.101270,0.190860,0.202880,0,1,11:07:2018,10:42:48,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,05:09:2017,13:08:08,248,248.547315,1.600000,1.600000,1.600000,1.600000,0.013974,0.011991,0.010972,0.011190,41.103074,41.604119,5.005982,0.644145,0.127844,4,11,8,2,4,11,8,2,4,11,8,2,4,11,8,2,0.050080,0.096760,0.181260,0.193580,0,1,11:07:2018,10:43:25,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,05:09:2017,17:08:10,248,248.714005,1.600000,1.600000,1.600000,1.600000,0.016018,0.010819,0.010642,0.010959,42.972441,42.454045,4.472844,0.486670,0.216449,4,10,8,3,4,10,8,2,4,10,8,1,4,11,7,2,0.050380,0.097300,0.182120,0.194100,0,1,11:07:2018,10:43:47,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,05:09:2017,18:39:07,248,248.777164,1.600000,1.600000,1.600000,1.600000,0.010477,0.008247,0.007791,0.007760,60.778980,60.146745,6.428794,0.191324,0.271532,3,10,8,5,3,10,7,5,3,10,8,3,3,10,8,5,0.054450,0.106420,0.200670,0.211600,0,1,11:07:2018,10:45:00,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,06:09:2017,10:23:41,249,249.433113,1.372800,1.381400,1.386100,1.382300,0.009406,0.004536,0.004468,0.004158,74.087792,74.752395,3.050596,0.018821,0.491140,4,10,7,6,4,10,7,6,4,10,7,5,4,8,7,6,0.063300,0.125400,0.244830,0.258400,1,1,11:07:2018,10:43:51,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,06:09:2017,11:35:19,249,249.482859,1.463700,1.455800,1.470100,1.469600,0.017240,0.008712,0.007569,0.007154,58.591841,59.221303,1.630852,0.013912,0.411679,4,10,7,5,4,10,7,5,3,11,7,5,3,11,7,5,0.055780,0.107890,0.207550,0.221040,1,1,11:07:2018,10:44:49,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,06:09:2017,12:04:38,249,249.503218,1.549000,1.494800,1.502300,1.500200,0.021631,0.008930,0.008885,0.008969,52.572631,53.176242,1.531016,0.044914,0.369724,3,10,8,4,3,10,8,4,3,10,8,4,4,10,8,3,0.054160,0.104110,0.199340,0.212870,1,1,11:07:2018,10:43:19,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,06:09:2017,13:07:48,249,249.547083,1.600000,1.557100,1.579400,1.584200,0.018028,0.011298,0.010189,0.009841,40.825704,41.329861,3.510646,0.468448,0.344712,4,11,9,1,4,11,8,2,4,11,8,1,4,11,8,2,0.052120,0.099300,0.188660,0.202290,0,1,11:07:2018,10:43:25,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,06:09:2017,17:07:49,249,249.713762,1.451600,1.447600,1.465100,1.462200,0.016425,0.008086,0.008215,0.008308,42.705374,42.183985,1.509936,0.061523,0.506884,4,10,9,2,4,10,9,2,4,11,8,2,4,11,8,2,0.052420,0.099860,0.189590,0.202870,0,1,11:07:2018,10:43:53,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,06:09:2017,18:12:11,249,249.758461,1.507800,1.473100,1.477600,1.470400,0.017546,0.013614,0.013776,0.013706,55.043340,54.430740,2.254308,0.015440,0.573234,4,10,8,3,4,10,5,3,4,10,2,3,4,10,3,3,0.054880,0.105450,0.201560,0.214370,0,1,11:07:2018,10:43:23,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,06:09:2017,18:39:43,249,249.777581,1.406800,1.428600,1.452200,1.459000,0.012520,0.009476,0.009711,0.009747,60.782843,60.148271,1.613106,0.023247,0.497129,3,10,8,5,3,10,2,4,3,10,1,3,3,10,1,3,0.056660,0.109470,0.210000,0.222520,0,1,11:07:2018,10:44:35,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,06:09:2017,19:28:43,249,249.811609,1.558200,1.505100,1.502900,1.498400,0.009346,0.007196,0.006965,0.006820,71.384183,70.724595,4.095755,0.044615,0.409252,4,10,4,3,4,6,3,3,4,5,1,3,4,4,1,4,0.061780,0.120990,0.233720,0.245490,0,1,11:07:2018,10:43:18,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,06:09:2017,19:51:17,249,249.827280,1.525900,1.486100,1.479300,1.465000,0.010678,0.010208,0.009586,0.009812,76.375822,75.709641,3.598879,0.016388,0.403389,4,10,6,5,4,10,7,2,4,10,4,1,3,2,4,1,0.065500,0.129320,0.250740,0.261950,0,1,11:07:2018,10:44:37,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,07:09:2017,12:03:12,250,250.502222,1.598900,1.571900,1.584900,1.586500,0.009572,0.005285,0.004597,0.004649,52.572869,53.179776,2.806788,0.188841,0.240733,3,10,8,4,3,10,8,4,3,10,8,3,4,10,7,4,0.054160,0.104110,0.199340,0.212870,1,1,11:07:2018,10:43:39,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,07:09:2017,13:07:29,250,250.546863,1.600000,1.565200,1.590600,1.593900,0.015521,0.007875,0.008901,0.008926,40.544959,41.052208,1.808249,0.215294,0.223464,4,11,9,1,4,11,9,1,4,11,8,2,4,11,8,2,0.052080,0.099210,0.188470,0.202100,0,1,11:07:2018,10:44:11,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,07:09:2017,18:11:53,250,250.758252,1.600000,1.600000,1.600000,1.600000,0.005929,0.004991,0.004939,0.004961,54.840841,54.226161,4.214083,0.353031,0.190169,4,10,8,4,4,10,8,4,4,10,8,3,4,10,8,3,0.054830,0.105330,0.201300,0.214120,1,1,11:07:2018,10:43:59,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,07:09:2017,18:40:21,250,250.778021,1.485200,1.507600,1.543500,1.552200,0.015931,0.010240,0.010534,0.010528,60.795832,60.158940,2.161092,0.061347,0.222962,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,4,0.056660,0.109480,0.210020,0.222540,1,1,11:07:2018,10:43:51,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,07:09:2017,19:29:08,250,250.811898,1.467100,1.482600,1.503100,1.505900,0.018463,0.010567,0.010499,0.010852,71.379847,70.718829,2.289867,0.020367,0.292444,4,10,7,6,4,10,7,6,4,10,7,4,4,10,7,6,0.061770,0.120980,0.233720,0.245470,1,1,11:07:2018,10:43:23,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,07:09:2017,19:51:44,250,250.827593,1.452800,1.465700,1.478800,1.474300,0.020360,0.014024,0.013461,0.013572,76.388486,75.721140,1.689643,0.013927,0.321486,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.065510,0.129350,0.250780,0.261990,1,1,11:07:2018,10:43:41,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,08:09:2017,10:21:33,251,251.431632,1.476600,1.483500,1.503400,1.505400,0.015551,0.009506,0.009741,0.009841,74.075064,74.742125,2.393101,0.019567,0.258022,4,10,7,6,4,10,7,6,4,10,6,6,4,10,6,6,0.063290,0.125380,0.244800,0.258360,1,1,11:07:2018,10:43:16,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,08:09:2017,10:44:03,251,251.447257,1.568200,1.544900,1.561000,1.562400,0.015914,0.008243,0.008440,0.008306,69.100605,69.760496,2.212809,0.038400,0.265032,4,10,7,6,4,10,7,6,4,10,7,5,4,10,7,5,0.060150,0.118070,0.229320,0.242820,1,1,11:07:2018,10:44:31,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,08:09:2017,11:32:46,251,251.481088,1.559400,1.528600,1.536900,1.534700,0.023315,0.012372,0.010856,0.009909,58.584283,59.218598,1.453458,0.040528,0.320837,4,10,7,5,4,10,7,5,4,10,7,4,3,11,7,4,0.055770,0.107880,0.207540,0.221030,1,1,11:07:2018,10:44:00,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,08:09:2017,12:01:48,251,251.501250,1.588400,1.572700,1.597800,1.597800,0.017768,0.008477,0.008586,0.009104,52.568009,53.178123,1.847145,0.081052,0.288196,3,10,8,4,3,10,8,4,3,10,8,4,4,10,7,4,0.054160,0.104110,0.199340,0.212870,1,1,11:07:2018,10:44:15,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,08:09:2017,13:07:07,251,251.546609,1.543100,1.514400,1.535200,1.532700,0.015767,0.008863,0.007918,0.007831,40.272206,40.782679,3.061147,0.255712,0.347219,4,11,9,1,4,11,9,1,4,11,9,1,4,11,8,2,0.052050,0.099130,0.188290,0.201930,0,1,11:07:2018,10:44:41,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,08:09:2017,17:07:11,251,251.713322,1.572200,1.529600,1.547900,1.543600,0.025883,0.016154,0.016996,0.017399,42.185058,41.657465,1.779783,0.088329,0.502630,4,11,8,2,4,11,8,2,4,11,8,2,4,11,8,2,0.052350,0.099690,0.189220,0.202510,0,1,11:07:2018,10:44:03,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,08:09:2017,18:11:52,251,251.758241,1.417900,1.429900,1.452000,1.458000,0.017340,0.011350,0.011650,0.011779,54.697674,54.080664,1.839144,0.045637,0.568503,4,10,8,4,4,10,8,4,4,10,8,3,4,10,8,3,0.054790,0.105240,0.201120,0.213940,1,1,11:07:2018,10:45:34,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,08:09:2017,18:40:54,251,251.778403,1.396400,1.413300,1.433300,1.439300,0.015694,0.011410,0.011381,0.011537,60.793117,60.154000,2.171196,0.035065,0.586397,3,10,8,5,3,10,8,5,3,10,8,4,3,10,8,5,0.056660,0.109480,0.210010,0.222530,1,1,11:07:2018,10:44:57,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,10:09:2017,11:30:14,253,253.479329,1.600000,1.600000,1.600000,1.600000,0.013318,0.010981,0.010516,0.010493,58.577103,59.216076,3.338907,0.211036,0.151331,4,10,7,5,4,10,7,5,4,10,7,4,3,11,7,5,0.055770,0.107870,0.207540,0.221030,1,1,11:07:2018,10:44:51,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,10:09:2017,11:59:01,253,253.499317,1.600000,1.600000,1.600000,1.600000,0.011105,0.009979,0.009627,0.009541,52.560086,53.176434,4.178316,0.298851,0.143654,3,10,7,4,3,10,8,4,3,10,8,4,4,10,8,4,0.054160,0.104100,0.199330,0.212870,1,1,11:07:2018,10:43:19,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,10:09:2017,17:06:30,253,253.712847,1.577500,1.566200,1.578100,1.580400,0.010177,0.009359,0.009208,0.009206,41.659179,41.125392,3.743525,0.642636,0.187806,4,11,8,2,4,11,8,2,4,11,8,2,4,11,8,2,0.052280,0.099520,0.188850,0.202150,0,1,11:07:2018,10:43:26,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,10:09:2017,18:42:06,253,253.779236,1.459200,1.484400,1.524700,1.537200,0.009612,0.005628,0.005587,0.005580,60.814961,60.171459,2.165577,0.071909,0.226005,3,10,8,5,2,10,8,5,3,10,8,5,3,10,8,5,0.056670,0.109500,0.210050,0.222550,1,1,11:07:2018,10:44:29,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,11:09:2017,11:57:38,254,254.498356,1.600000,1.600000,1.600000,1.600000,0.016947,0.014119,0.013379,0.013246,52.557211,53.176584,7.065622,0.551037,0.175228,3,10,8,4,3,9,6,3,3,9,4,3,4,9,4,3,0.054160,0.104100,0.199330,0.212870,0,1,11:07:2018,10:43:49,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,11:09:2017,18:13:58,254,254.759699,1.412900,1.422400,1.450700,1.462400,0.010473,0.007248,0.007082,0.007047,54.725145,54.099460,4.139097,0.202623,0.364791,2,8,8,4,4,9,8,4,4,9,8,3,4,10,3,2,0.054800,0.105260,0.201150,0.213970,0,1,11:07:2018,10:43:48,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,11:09:2017,18:42:38,254,254.779606,1.491100,1.510800,1.552800,1.561700,0.009305,0.006956,0.006856,0.006940,60.814483,60.168895,3.992102,0.121131,0.370784,3,10,5,5,3,10,4,2,3,10,5,2,3,10,5,2,0.056670,0.109490,0.210040,0.222550,0,1,11:07:2018,10:44:15,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,12:09:2017,10:17:11,255,255.428600,1.538500,1.500000,1.540500,1.543700,0.030530,0.013271,0.016148,0.016871,74.070292,74.741869,1.491051,0.039364,0.180753,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.063290,0.125380,0.244790,0.258360,1,1,11:07:2018,10:44:49,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,12:09:2017,10:39:33,255,255.444132,1.512000,1.495500,1.530200,1.537600,0.025792,0.012075,0.013282,0.013909,69.086920,69.752474,1.910553,0.060685,0.176196,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.060140,0.118060,0.229290,0.242790,1,1,11:07:2018,10:44:38,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,12:09:2017,11:27:41,255,255.477558,1.600000,1.594200,1.600000,1.600000,0.016533,0.012639,0.012163,0.012184,58.578231,59.221683,4.006497,0.290828,0.170626,4,10,7,5,4,10,7,5,4,10,7,4,3,11,7,4,0.055770,0.107880,0.207540,0.221040,1,1,11:07:2018,10:43:40,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,12:09:2017,11:56:15,255,255.497396,1.591600,1.573500,1.600000,1.600000,0.033514,0.019393,0.019216,0.019227,52.556337,53.178677,3.015462,0.282992,0.208691,3,10,8,4,3,10,8,4,3,10,8,3,4,10,8,4,0.054160,0.104100,0.199330,0.212870,1,1,11:07:2018,10:44:25,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,12:09:2017,18:14:39,255,255.760174,1.330000,1.356200,1.396500,1.414500,0.010801,0.006545,0.006753,0.006717,54.735995,54.107539,2.373923,0.103304,0.305733,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.054800,0.105270,0.201170,0.213980,1,1,11:07:2018,10:45:41,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,12:09:2017,18:43:11,255,255.779988,1.527400,1.537400,1.570400,1.578700,0.019353,0.010821,0.011873,0.012416,60.819460,60.171820,2.090720,0.057875,0.300291,3,10,8,5,3,10,8,5,3,10,8,4,3,10,8,4,0.056670,0.109500,0.210060,0.222560,1,1,11:07:2018,10:44:17,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,13:09:2017,10:16:05,256,256.427836,1.381000,1.385500,1.395700,1.391600,0.010076,0.004706,0.005473,0.005885,74.071253,74.743868,1.829143,0.017786,0.267670,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.063280,0.125360,0.244790,0.258370,1,1,11:07:2018,10:45:24,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,13:09:2017,10:38:26,256,256.443356,1.392100,1.396000,1.400600,1.395400,0.012072,0.006065,0.005716,0.005875,69.082714,69.749584,2.257575,0.032378,0.280429,4,10,7,6,4,10,7,6,4,10,7,5,4,10,6,6,0.060130,0.118040,0.229270,0.242790,1,1,11:07:2018,10:44:34,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,13:09:2017,11:26:26,256,256.476690,1.474700,1.462900,1.472500,1.476000,0.015885,0.008928,0.008466,0.008152,58.575489,59.221092,3.224551,0.151843,0.221686,4,10,7,5,4,10,7,5,4,10,7,4,3,11,7,5,0.055770,0.107870,0.207540,0.221040,1,1,11:07:2018,10:43:55,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,13:09:2017,11:54:53,256,256.496447,1.496900,1.492000,1.523700,1.533700,0.027434,0.012026,0.012437,0.011630,52.554107,53.179342,2.466906,0.136860,0.234789,3,10,8,4,3,10,8,4,3,10,8,4,4,10,8,4,0.054150,0.104100,0.199330,0.212870,1,1,11:07:2018,10:44:22,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,14:09:2017,11:25:13,257,257.475845,1.600000,1.600000,1.600000,1.600000,0.013289,0.007382,0.006372,0.006141,58.567045,59.214732,4.564590,0.382159,0.121091,4,10,7,5,4,10,7,5,4,10,7,4,3,11,7,5,0.055590,0.107090,0.210510,0.223170,1,1,11:07:2018,10:43:50,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,14:09:2017,11:53:32,257,257.495509,1.600000,1.600000,1.600000,1.600000,0.018918,0.008725,0.006650,0.006087,52.550583,53.178642,5.135892,0.556914,0.137158,3,10,8,4,3,10,8,4,3,10,8,3,4,10,8,3,0.053940,0.103300,0.201950,0.214730,0,1,11:07:2018,10:44:14,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,16:09:2017,10:12:47,259,259.425544,1.423800,1.401300,1.400100,1.396300,0.002201,0.001586,0.001460,0.001441,74.076492,74.751990,7.159044,0.084138,0.444379,4,10,7,6,4,10,5,6,4,9,4,5,3,4,2,4,0.063240,0.124670,0.249390,0.261790,0,1,11:07:2018,10:44:50,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,16:09:2017,11:22:43,259,259.474109,1.398200,1.422800,1.436500,1.436700,0.009629,0.006034,0.005477,0.005188,58.569379,59.221122,3.218753,0.044873,0.474887,4,10,7,5,4,10,7,5,4,10,7,5,3,11,7,5,0.055590,0.107090,0.210510,0.223180,1,1,11:07:2018,10:44:50,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,16:09:2017,11:50:51,259,259.493646,1.478600,1.474500,1.491100,1.495700,0.006715,0.004448,0.004179,0.004091,52.546937,53.180455,4.183209,0.130018,0.370885,3,10,8,4,3,10,8,4,3,9,6,4,4,6,3,4,0.053940,0.103300,0.201950,0.214730,0,1,11:07:2018,10:43:46,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,16:09:2017,18:17:10,259,259.761921,1.512100,1.525800,1.561000,1.562900,0.012058,0.007077,0.006818,0.006759,54.758246,54.119424,2.298005,0.091754,0.438141,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.054610,0.104490,0.203890,0.215890,1,1,11:07:2018,10:44:32,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,16:09:2017,18:45:16,259,259.781435,1.467800,1.500500,1.537100,1.544000,0.009150,0.005243,0.005110,0.005189,60.832009,60.176692,2.945655,0.069531,0.414976,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.056510,0.108730,0.213150,0.224760,1,1,11:07:2018,10:45:58,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,17:09:2017,10:11:43,260,260.424803,1.392100,1.411200,1.429200,1.430200,0.012844,0.007706,0.007030,0.006856,74.071850,74.748226,2.081603,0.011973,0.564123,4,10,6,6,4,10,7,6,4,10,7,6,4,10,7,6,0.063230,0.124650,0.249370,0.261780,1,1,11:07:2018,10:45:31,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,17:09:2017,10:33:55,260,260.440220,1.406900,1.428500,1.448000,1.450200,0.012591,0.007132,0.006472,0.006331,69.084410,69.756153,1.788287,0.024619,0.568733,4,10,7,6,4,10,7,6,4,10,7,5,4,10,7,6,0.060030,0.117290,0.233190,0.245680,1,1,11:07:2018,10:45:30,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,17:09:2017,11:21:29,260,260.473252,1.420100,1.442300,1.466100,1.468900,0.012069,0.006785,0.006084,0.005982,58.569581,59.223268,2.368123,0.076012,0.606282,4,10,7,5,4,10,7,5,4,10,7,5,3,11,7,5,0.055580,0.107080,0.210520,0.223180,1,1,11:07:2018,10:45:33,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,17:09:2017,11:49:30,260,260.492708,1.433400,1.446100,1.469100,1.471900,0.013828,0.008100,0.007535,0.007512,52.550534,53.186698,2.727478,0.095718,0.589404,3,10,8,4,3,10,8,4,3,10,8,4,4,10,8,4,0.053940,0.103300,0.201960,0.214740,1,1,11:07:2018,10:44:54,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,17:09:2017,18:17:45,260,260.762326,1.517800,1.545300,1.586900,1.593600,0.001706,0.001638,0.001626,0.001625,54.759891,54.118651,4.609009,0.117081,0.560575,4,9,6,3,4,8,5,4,4,8,4,4,4,8,3,4,0.054610,0.104490,0.203890,0.215890,0,1,11:07:2018,10:45:19,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,17:09:2017,19:55:28,260,260.830185,1.419800,1.434700,1.444600,1.443900,0.010223,0.008057,0.007725,0.007717,76.389006,75.712105,2.871318,0.012019,0.805681,4,10,7,6,4,10,7,6,4,10,7,5,4,10,7,5,0.065490,0.128620,0.255560,0.265470,1,1,11:07:2018,10:45:49,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,19:09:2017,18:18:54,262,262.763125,1.377300,1.405500,1.428900,1.435000,0.010323,0.006656,0.006100,0.005958,54.766200,54.120309,2.069012,0.057422,0.525075,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.054610,0.104490,0.203890,0.215890,1,1,11:07:2018,10:45:57,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,19:09:2017,18:46:45,262,262.782465,1.485600,1.489800,1.499600,1.494300,0.014331,0.009041,0.008473,0.008623,60.841649,60.181123,2.043575,0.025333,0.455205,3,10,8,5,3,10,8,4,3,10,8,5,3,10,8,5,0.056520,0.108740,0.213170,0.224770,1,1,11:07:2018,10:44:43,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,19:09:2017,19:34:06,262,262.815347,1.494700,1.482300,1.488200,1.482600,0.015885,0.009698,0.008562,0.008690,71.404428,70.729141,1.538496,0.014259,0.418584,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,5,0.061740,0.120330,0.237930,0.248470,1,1,11:07:2018,10:44:37,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,19:09:2017,19:56:22,262,262.830810,1.494100,1.480700,1.484200,1.476600,0.017619,0.010502,0.009768,0.009595,76.431204,75.752836,1.951020,0.016498,0.388077,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.065540,0.128740,0.255780,0.265630,1,1,11:07:2018,10:44:47,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,20:09:2017,10:30:33,263,263.437882,1.401900,1.420700,1.425400,1.418200,0.007657,0.009732,0.013309,0.014571,69.091720,69.766672,2.354632,0.013145,0.456534,4,10,7,6,4,10,7,6,4,10,7,5,4,10,7,5,0.060030,0.117310,0.233230,0.245710,1,1,11:07:2018,10:45:38,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,20:09:2017,11:17:50,263,263.470718,1.366800,1.381200,1.392500,1.389300,0.004200,0.003303,0.003472,0.003613,58.571021,59.230209,4.103779,0.030865,0.415528,4,10,6,5,4,10,7,5,4,10,7,4,3,11,7,5,0.055590,0.107090,0.210530,0.223190,1,1,11:07:2018,10:44:49,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,20:09:2017,18:19:30,263,263.763542,1.408600,1.431300,1.453800,1.454800,0.009143,0.007190,0.007094,0.007185,54.777971,54.129829,3.036187,0.090552,0.241303,4,10,8,4,4,10,8,4,4,10,7,2,4,10,6,3,0.054610,0.104500,0.203910,0.215900,0,1,11:07:2018,10:45:11,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
Sao_Paulo,20:09:2017,18:47:14,263,263.782801,1.536300,1.514100,1.518800,1.520200,0.017804,0.016237,0.015335,0.013985,60.845494,60.183337,2.245278,0.054743,0.234267,3,10,8,5,3,10,8,5,3,10,8,4,3,10,8,4,0.056520,0.108750,0.213180,0.224770,1,1,11:07:2018,10:44:11,104,-23.561500,-46.734983,786.000000,lev15,Almucantar
